,Date,DateFloat,FutureValue
0,2019-04-18 20:10:58.821571,1.555618258821571e+18,86.24837291836806
1,2019-04-19 20:10:58.821571,1.555704658821571e+18,86.24990007894584
2,2019-04-20 20:10:58.821571,1.555791058821571e+18,86.25142723952364
3,2019-04-21 20:10:58.821571,1.555877458821571e+18,86.25295440010142
4,2019-04-22 20:10:58.821571,1.555963858821571e+18,86.25448156067921
5,2019-04-23 20:10:58.821571,1.556050258821571e+18,86.25600872125699
6,2019-04-24 20:10:58.821571,1.556136658821571e+18,86.25753588183477
7,2019-04-25 20:10:58.821571,1.556223058821571e+18,86.25906304241256
8,2019-04-26 20:10:58.821571,1.556309458821571e+18,86.26059020299034
9,2019-04-27 20:10:58.821571,1.556395858821571e+18,86.26211736356814
10,2019-04-28 20:10:58.821571,1.556482258821571e+18,86.26364452414592
11,2019-04-29 20:10:58.821571,1.556568658821571e+18,86.26517168472371
12,2019-04-30 20:10:58.821571,1.556655058821571e+18,86.26669884530149
13,2019-05-01 20:10:58.821571,1.556741458821571e+18,86.26822600587928
14,2019-05-02 20:10:58.821571,1.556827858821571e+18,86.26975316645706
15,2019-05-03 20:10:58.821571,1.556914258821571e+18,86.27128032703484
16,2019-05-04 20:10:58.821571,1.557000658821571e+18,86.27280748761264
17,2019-05-05 20:10:58.821571,1.557087058821571e+18,86.27433464819043
18,2019-05-06 20:10:58.821571,1.557173458821571e+18,86.27586180876821
19,2019-05-07 20:10:58.821571,1.557259858821571e+18,86.27738896934599
