,Date,DateFloat,FutureValue
0,2019-03-19 20:08:02.730481,1.553026082730481e+18,95.58826682422324
1,2019-03-20 20:08:02.730481,1.553112482730481e+18,95.59277781149778
2,2019-03-21 20:08:02.730481,1.553198882730481e+18,95.59728879877233
3,2019-03-22 20:08:02.730481,1.553285282730481e+18,95.60179978604687
4,2019-03-23 20:08:02.730481,1.553371682730481e+18,95.60631077332141
5,2019-03-24 20:08:02.730481,1.553458082730481e+18,95.61082176059595
6,2019-03-25 20:08:02.730481,1.553544482730481e+18,95.6153327478705
7,2019-03-26 20:08:02.730481,1.553630882730481e+18,95.61984373514504
8,2019-03-27 20:08:02.730481,1.553717282730481e+18,95.62435472241958
9,2019-03-28 20:08:02.730481,1.553803682730481e+18,95.62886570969413
10,2019-03-29 20:08:02.730481,1.553890082730481e+18,95.63337669696868
11,2019-03-30 20:08:02.730481,1.553976482730481e+18,95.63788768424322
12,2019-03-31 20:08:02.730481,1.554062882730481e+18,95.64239867151777
13,2019-04-01 20:08:02.730481,1.554149282730481e+18,95.64690965879231
14,2019-04-02 20:08:02.730481,1.554235682730481e+18,95.65142064606685
15,2019-04-03 20:08:02.730481,1.554322082730481e+18,95.6559316333414
16,2019-04-04 20:08:02.730481,1.554408482730481e+18,95.66044262061594
17,2019-04-05 20:08:02.730481,1.554494882730481e+18,95.66495360789048
18,2019-04-06 20:08:02.730481,1.554581282730481e+18,95.66946459516502
19,2019-04-07 20:08:02.730481,1.554667682730481e+18,95.67397558243957
20,2019-04-08 20:08:02.730481,1.554754082730481e+18,95.67848656971411
21,2019-04-09 20:08:02.730481,1.554840482730481e+18,95.68299755698865
22,2019-04-10 20:08:02.730481,1.554926882730481e+18,95.6875085442632
23,2019-04-11 20:08:02.730481,1.555013282730481e+18,95.69201953153775
24,2019-04-12 20:08:02.730481,1.555099682730481e+18,95.6965305188123
25,2019-04-13 20:08:02.730481,1.555186082730481e+18,95.70104150608684
26,2019-04-14 20:08:02.730481,1.555272482730481e+18,95.70555249336138
27,2019-04-15 20:08:02.730481,1.555358882730481e+18,95.71006348063592
28,2019-04-16 20:08:02.730481,1.555445282730481e+18,95.71457446791047
29,2019-04-17 20:08:02.730481,1.555531682730481e+18,95.71908545518501
30,2019-04-18 20:08:02.730481,1.555618082730481e+18,95.72359644245955
31,2019-04-19 20:08:02.730481,1.555704482730481e+18,95.7281074297341
32,2019-04-20 20:08:02.730481,1.555790882730481e+18,95.73261841700864
33,2019-04-21 20:08:02.730481,1.555877282730481e+18,95.73712940428318
34,2019-04-22 20:08:02.730481,1.555963682730481e+18,95.74164039155772
35,2019-04-23 20:08:02.730481,1.556050082730481e+18,95.74615137883228
36,2019-04-24 20:08:02.730481,1.556136482730481e+18,95.75066236610682
37,2019-04-25 20:08:02.730481,1.556222882730481e+18,95.75517335338137
38,2019-04-26 20:08:02.730481,1.556309282730481e+18,95.75968434065591
39,2019-04-27 20:08:02.730481,1.556395682730481e+18,95.76419532793045
40,2019-04-28 20:08:02.730481,1.556482082730481e+18,95.768706315205
41,2019-04-29 20:08:02.730481,1.556568482730481e+18,95.77321730247954
42,2019-04-30 20:08:02.730481,1.556654882730481e+18,95.77772828975408
43,2019-05-01 20:08:02.730481,1.556741282730481e+18,95.78223927702862
44,2019-05-02 20:08:02.730481,1.556827682730481e+18,95.78675026430317
45,2019-05-03 20:08:02.730481,1.556914082730481e+18,95.79126125157771
46,2019-05-04 20:08:02.730481,1.557000482730481e+18,95.79577223885225
47,2019-05-05 20:08:02.730481,1.557086882730481e+18,95.80028322612681
48,2019-05-06 20:08:02.730481,1.557173282730481e+18,95.80479421340135
49,2019-05-07 20:08:02.730481,1.557259682730481e+18,95.8093052006759
